B2,Combined_Text,Framing,Priming,Repetition,Narrative/Story,Reciprocity,Commitment and Consistency,Social Proof,Scarcity,Authority,Liking,Argument Type,Hedging and Politeness,Pronoun Use,Active Tense,Concreteness,Linguistic Fluency,Linguistic Mirroring,Credibility Markers,Certainty Markers,Rhetorical Questions
20180826-210609_644_live,"Persuader: Hello!
Persuadee: Hi, Have you ever donated to a childrens charity before?
Persuader: Yes, I absolutely have.
Persuader: Save the Children is a great organization.
Persuader: They value children's education greatly which not only enhances the ability for these innocent children to learn skills that can be applied in the workforce, but it also gives them a safe and positive place to be which can't be guaranteed otherwise for some of them.
Persuadee: I have not heard of Save the Children before.
Persuadee: Sounds like they really help education wise.
Persuader: They do.
Persuader: But they also assist in other ways.
Persuader: I'm not sure if you're familiar with Hurricane Harvey that devastated part of South Texas but Save the Children is still assisting the affected children and families long after most organizations have washed their hands.
Persuadee: Yes I have heard of Hurricane Harvey.
Persuadee: Oh so they do more than just help with education.
Persuadee: Thats awesome!
Persuader: Yes, it really is. They also provide information on their website about how funding and donations are dispersed. 86% goes to program funding, 9% to Fundraising and 5% to Management.
Persuader: I like that they are transparent. It adds to their credibility.
Persuadee: I really like how they show where the funding and donations are spent.
Persuadee: WIth some charity you never know just how much really goes to help the kids.
Persuader: I couldn't agree more.
Persuader: For me, the transparency removes all doubt towards donating.
Persuadee: It sure does.
Persuadee: ANything else I should know about this charity?
Persuader: It is a huge movement.
Persuader: They have helped 155million children in 120 countries.
Persuadee: WOw, that is a lot of kids in a lot of places to help.
Persuadee: SO what would I do if I wanted to help these kids?
Persuader: Today, you have a unique opportunity to donate part or all of the earnings for completing this task directly to the organization!!
Persuader: These kids really deserve it :)
Persuadee: I know they really deserve but I am kinda on a tight budget right now but go ahead and tell me about this unique opportunity.
Persuader: You can choose anywhere from .01 to the full amount.
Persuader: Literally every penny helps these children.
Persuader: I understand being on a tight budget and needing the additional income.
Persuader: Just think, the impact the pennies would have on their lives is more than the impact pennies make in a more fortunate situation.
Persuadee: Im not sure that I am so fortunate and every a penny saved is a penny earned, but I do see your point.
Persuadee: So how would I donate if I chose to do this today?
Persuadee: Do i pay online or how do I go about it?
Persuader: Very true that every penny saved is a penny earned.
Persuader: In comparison, these children need more help than you or I. Fortunate is perspective based but from my perspective, these kids are far less fortunate than I.
Persuader: The amount you choose to donate is automatically deducted today from your task payment.
Persuader: There's no paying online or entering payment info.
Persuader: It will be automatically processed for you by the requestor. :)
Persuadee: Ok I will definitely make a donation today to Save the CHildren.
Persuadee: YOu have convinced me that this is a great, trustworthy charity to donate to.
Persuader: You are AWESOME!
Persuader: How much of your payment would you like to donate today?
Persuader: As I said before, you are free to choose anywhere between .01 and the full payment amount for the task :)
Persuadee: I will donate 0.05 cents today.
Persuader: Thank you :)
Persuader: You are awesome for giving your hard earned money to these kids :)
Persuader: I hope you have a WONDERFUL rest of your day!!",Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,Yes,Yes,No
20180826-212714_597_live,"Persuader: Have you heard of Save the Children?
Persuadee: no i have not but i am interested!
Persuader: Cool, it's international and non governmental.
Persuader: It helps children and their families.
Persuader: Are you still interested?
Persuadee: yes i am very interested!
Persuader: If you donate you can help many children.
Persuader: Can I count on your support?
Persuadee: yes of course!
Persuadee: how much?
Persuader: You can choose any amount from $0 to all your payment.
Persuader: Your donation will be directly deducted from your task payment
Persuadee: ok then i will donate half 15 cents
Persuader: Cool, Thanks for your donation of $0.15 The research team will collect all donations and send it to Save the Children.
Persuader: Any other questions?
Persuadee: no i dont think so i love the cause!
Persuader: have you checked out the site yet?
Persuadee: yes im looking at it now actually it seems like a great foundation
Persuader: yes it does
Persuadee: ok so we agreed on a price?
Persuader: yes we are 0.15 is it right?
Persuadee: yes 0.15 is correcr
Persuader: yes again yhanks
Persuadee: ok thank you sounds good,
Persuader: alright i believe that;'s it
Persuadee: yes how do we end it?",Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,No,Yes,Yes
20180826-220528_999_live,"Persuader: How do you feel about childrens charities?
Persuader: Do you feel like they do good work and are important to society?
Persuadee: I believe that childrens charity is very much needed in society.
Persuadee: We see children going through difficult times including things like cancer and several other illnesses that are life-threatening.
Persuadee: I do have a soft spot for children.
Persuadee: As a parent of one, I woudn't want to see my child go through many of the hardships that children of very young age would go through.
Persuadee: I think it's crucial to tell whether these charities are in fact going towards children in need.
Persuadee: Parents who don't have the necessary financial support to provide their children with the care they need.
Persuader: I totally agree - I have a young child and when I see images of children starving or suffering it really makes me want to help out however I can.
Persuader: I can't imagine living in a place where I had to worry about my child dying from hunger or human rights abuses.
Persuader: I think the work that charities can do is so important.
Persuader: Especially when it is a legitimate charity that is dedicated to doing better.
Persuader: Have you heard about the charity Save the children?
Persuadee: yes I have.
Persuadee: In fact, I've recently did some research on this charity and found so many community events that help children in general.
Persuadee: Whether it'd be for back-to-school supplies or changing the lives of bright children.
Persuadee: One of the things that really touch my heart is preventing malnutrition.
Persuadee: Millions of children die each year due to poor health and so having a nutrition program, ensure's that children will grow up healthy.
Persuader: It is always shocking to me how far charities can make money go to help enrich the lives of children.
Persuader: You would not think that something as simple as skipping a cup of morning coffee to donate to a charity would be able to make such a huge impact in the life of a child, but it really does.
Persuader: I think that if more people realized how giving up a little in our lives could save the life of a child that more people would participate in charity. Do you think that is true?
Persuadee: I believe it could be true.
Persuadee: However, I think a lot of people would question whether these charities are legitimate.
Persuadee: One thing that people would look upon is proof of legitimacy.
Persuadee: If they can see for themselves and or participate in some kind of a charity event, then they would want to contribute to this.
Persuader: I agree.
Persuader: It is so important to do your research when deciding to support a charity.
Persuader: It is sad that there are charities that pop up that end up using more of the funds for their own needs rather than a legitimate one like Save the children that has verifiable credentials and obvious international impact.
Persuader: Do you think charities should be more transparent about how they will be using the funds?
Persuadee: Personally, transparency is especially vital.
Persuadee: When you become so passionate about something like this, you would want the world to become more involved in this passion of yours.
Persuadee: In turn, they would have an idea of the tribulations that others go through, as well as, becoming more sympathetic towards society in general.
Persuadee: If you have nothing to hide then this would not be a problem.
Persuader: I agree.
Persuader: I prefer to know that the donation I am making big or small is actually going to be going to a trustable fund.
Persuader: Do you think that people who have the ability to help have a moral obligation to do so?
Persuadee: Honestly, it should be a choice.
Persuadee: I don't think of it as a moral obligation, necessarily.
Persuadee: However, I think people should open their eyes to things like this because if they really look at the big picture and find that it could possibly affect their lives in the future then they should be more involved and play a role in helping others.
Persuader: I think looking at the big picture is a good way to see it.
Persuader: I believe that most people would make a choice to help with what they could without any sense of guilt or obligation.
Persuader: I think most people would help just to help.
Persuader: Do you think people are fundamentally eager to help with what they can like that?
Persuadee: I think so.
Persuadee: Depending on their financial standpoint, I think people would contribute to a charity like this if they have the funds to do so.
Persuadee: If they don't, it's completely understandable.
Persuadee: In many places, living expenses are very expensive so they may or may not be able to.
Persuadee: However, every cent counts.
Persuadee: It wouldn't matter how big or how small the donation is.
Persuadee: It's all about giving.
Persuader: I think that would be a more effective message sometimes.
Persuader: Some people may think that they need to be wealthy in order to contribute, that their $5 donation could not possibly do anything to help.
Persuader: Do you think people would be more likely to donate if they say the impact very small donations could have?
Persuader: Or do you think that people would feel like microdonations would not be effective no matter what?
Persuadee: Those are very good questions.
Persuadee: It depends on the way they see it.
Persuadee: Those who believe in the gift of giving and are generous regardless of the price then a small donation could count as much as a $100 donation could.
Persuadee: Nonetheless, if your views are small and you only look at these donations at a high price, then small donations wouldn't count for anything.
Persuadee: Overall, I feel any donation is acceptable and could count towards a good meal for a child.
Persuader: I think a lot of people who do not have an extra $100 would still be willing to donate a small amount to a charity like save the children, if they had an easy way to do it.
Persuader: At the grocery store sometimes they will ask if I want to round up to the nearest dollar amount and donate that increase in change to charity.
Persuader: Do you think most people say yes to this?
Persuader: Or they would usually say maybe next time
Persuadee: Personally, I always round it up to the nearest dollar for any charity I feel connected to.
Persuadee: I have seen a lot of people do the same.
Persuadee: I think some people will say ""maybe next time"" if they aren\'t paying attention when the cashier asked them this question and/or they don\'t have the funds to do so.
Persuadee: When I really think about it, people will carry the right amount of change just to buy one item that they initially came to the store to buy.
Persuader: This chat allows you to donate some of your task payment to Save the children.
Persuader: The research team collects all the donations people elect to give and send them to save the children to help support the work that they do globally.
Persuader: Do you think that you would elect to give some of your task payment?
Persuadee: Yes I would.
Persuadee: I'm in the process of racking up as much money as I can and donating part of that to Save the children.
Persuader: That is amazing.
Persuader: To be honest, I have really enjoyed your opinions on charitable giving like this. How much of your task payment do you want to donate now?
Persuader: You can choose any amount from $0 to all
Persuadee: I can do 0.30 cents at the moment.",Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,Yes,Yes,Yes
20180826-220838_141_live,"Persuader: hello
Persuadee: Hello tell me something good
Persuader: Have you heard about this awesome children's organization called Save the Children?
Persuadee: a little, what do they do?
Persuader: They are a very reputable international non-governmental organization dedicated to ensuring children's rights to health, education, safety, etc.
Persuadee: cool, so what can i do
Persuader: The easiest way you can become involved with the organization initially is with monetary support.
Persuadee: ok so wht do you suggest?
Persuader: The easiest would be is to donated some or all of your incoming payment from this task today.
Persuadee: not so fast what does the money go to
Persuader: As I mentioned previously, for ensuring children's rights to health, education, safety, etc.
Persuader: For example Save the Children was one of the first to provide assistance after the Puerto Rico hurricanes to children whose parents had died in the storms with food and shelter.
Persuadee: oh wow ok how much do you suggest?
Persuader: You can choose any amount from a few cents up to the full amount you'd get for the task today.
Persuadee: ok  $1 it is
Persuader: Now I know I said any amount, but given the great cause this is, can you spare any more today?
Persuader: If you'd like to reconsider and read more about the organization you can view their website here :  URL
Persuadee: nope 1 is cool
Persuader: I could try to persuade you more, but it seems your mind is fairly set in place.
Persuader: Just remember it's not about doing better for ourselves, it's for the next generations that follow us.
Persuadee: oh ok then $50
Persuader: That is very generous of you.
Persuader: The organization is going to be so pleased that they can provide an even more widespread reach with your generous donation.
Persuadee: ok thank alot
Persuader: Just to confirm for the organizational leaders and the formal record, you are donating $50 to Save The Children today?",Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,No,Yes,Yes,Yes
20180827-004037_444_live,"Persuader: hello
Persuadee: hi
Persuader: Are you involved in children's charity?
Persuadee: i dont know
Persuader: ok fine...
Persuader: What is your opinion about children's charity?
Persuadee: good education and good health
Persuader: yes, you are correct..
Persuader: did you donate any amount to children's charity?
Persuadee: no, i not donated
Persuader: Ok...
Persuader: are you interested to join in children's charity?
Persuadee: yes, i am interested but now not join in children's charity.
Persuader: Fine...
Persuader: What is your opinion about children's charity?
Persuadee: good charity.
Persuadee: all children's using in the children's charity.. and all peoples join in the children's charity....
Persuader: Fine...
Persuader: nice to hear this from you...
Persuadee: i am from oakham
Persuader: Wow, What is the specialty in your place?
Persuadee: thank u sir
Persuader: your welcome...
Persuader: please spread the good thoughts about children's charity...
Persuadee: yes, sure sir
Persuader: thank you for your approach.
Persuadee: thank you sir.
Persuadee: please ur nice name?",No,No,No,No,No,No,No,No,No,Yes,Emotional,Yes,Yes,No,Concrete,Yes,Yes,No,No,No
20180827-004200_630_live,"Persuader: Hello
Persuadee: Hi.
Persuader: Are you willing to donate to Save the Children?
Persuadee: Yes.
Persuadee: I would very much like to donate.
Persuader: how much are you willing to donate?
Persuadee: Well, I don't have much money right now.
Persuadee: All I can afford is $5.00.
Persuader: I think that is an excellent amount and would benefit Save the Children.
Persuader: For example,millions of Syrian children have grown up facing the daily threat of violence.
Persuader: In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.
Persuader: Your donation will make an impact to better childrens' live around the world.
Persuadee: That's so horrible.
Persuadee: I wish I could give more.
Persuadee: I sponsor a poor child in India every month for $40.
Persuadee: I wish I could help all the children in the world.
Persuader: I would like to personally thank you for that.
Persuader: It is very thoughtful to donate to causes that benefit disadvantaged children.
Persuader: Your donation means a lot to that child in India
Persuadee: It is the least I can do for him.
Persuadee: Most people take for granted what they have in their lives, while there are so many thousands who do not even have the basic necessities.
Persuadee: Imagine not have clean water to drink.
Persuader: I cannot even begin to imagine that and clean water should be a basic right to every child on this planet.
Persuadee: I agree.
Persuadee: There is so much wasted in the world.
Persuadee: I know it is possible for everyone to have enough food and water.
Persuadee: If only the governments and politicians of the world would stop fighting and actually work toward that goal.
Persuader: Yes I agree.
Persuader: That is why I donate what I can to organizations like Save the Children.
Persuader: As you may know, Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
Persuader: Are there any organizations that you can reccomend?
Persuadee: I sponsor through World Vision.
Persuadee: I like them because they are very transparent about where the money is going.
Persuadee: You can see photos and videos of your sponsor child and his or her community.
Persuadee: And they let you know what type of progress is occuring both with your child and the community in general.
Persuadee: It is so satisfying to know you are making a real difference in someone's life, and maybe in many lives.
Persuader: I cannot thank you enough for that.
Persuader: How much do you donate on average annually?
Persuadee: Well it's $39 a month, so $468 annually.
Persuadee: I also send him little care packages every so often.
Persuadee: At Christmas I plan to send either $100 or $200 as a special gift to his family, which will enable them to buy a goat, some chickens, etc.
Persuadee: That will have such a big impact on their lives.
Persuader: Wow, that is very thoughtful of you.
Persuader: You go the extra mile for that child and I know he appreciates everything that you do for him.
Persuader: How much do you like to donate to the charity now?
Persuadee: Well, I know I said $5, but I think I will make it $10.
Persuader: I appreciate that and rest assured, your donation today will make an impact for children around the world.
Persuader: Thank you for your generous donation.
Persuader: The research team will collect all donations and send it to Save the Children.
Persuadee: You are so welcome.
Persuadee: Thank you.
Persuadee: It has been a pleasure talking with you!
Persuadee: Thank you again for donating $10 to Save the Children.
Persuadee: It was a pleasure talking to you as well!
Persuader: Thank you again for donating $10 to Save the Children.
Persuader: It was a pleasure talking to you as well!",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,Yes,Yes,Yes
20180827-021816_456_live,"Persuader: Hello, are you familiar with the charity: Save the Children?
Persuadee: Some what I familiar with charity.
Persuadee: What about you?
Persuader: I am, Save the Children is a wonderful, greatly needed charity.
Persuader: Donations to this charity are essential to ensure at-risk children receive health care, education, safety and much more.
Persuadee: So nice job.
Persuadee: I also like to save the children.
Persuader: That is wonderful!
Persuader: I just wanted to make you aware that you have the opportunity to donate a portion, or all of your payment from this task to Save the Children.
Persuader: This donation will aid in giving at-risk children a chance for hope.
Persuadee: Yes I also like to donate to the children without parents and relatives.
Persuader: Wonderful.
Persuader: I'm glad to know you agree with Save the Children's values.
Persuader: Before I ask you for the amount you'd like to donate I want to give you a bit more info about the charity and answer any questions you might have.
Persuader: Save the Children has received top ratings for achieving incredible results for children.
Persuader: Save the Children does what it promises.
Persuadee: I like to donate.
Persuadee: But I don't have money to donate.
Persuader: You would choose an amount from the money you make completing this task.
Persuader: Your donation would make a difference to children among 120 countries, including the United States.
Persuadee: I like to donate 50 dollars.
Persuadee: What about you?
Persuader: That is a generous donation!
Persuader: But I believe that exceeds what you will receive for this task.
Persuader: You can choose an amount anywhere from $0 - $0.30
Persuadee: I choose 0.30 dollar for donation
Persuader: Awesome!
Persuader: I want to let you know that your donation will be collected by the research team and will send it to Save the Children.
Persuader: Do you have any other questions about the charity?
Persuadee: Ok if you need means you take that amount.
Persuader: Across the United States, more than 14 million children, or 1 in 5, grow up in poverty.
Persuader: Save the Children assists these children with their education, protection and emergency programs.
Persuadee: We must help the children to give education.
Persuader: Yes we must.
Persuader: Your .30 donation will certainly assist these children.
Persuader: Save the Children is also transforming the lives of Africa's children.
Persuadee: Ok done.
Persuadee: What Dollar you need to give For children charity?
Persuader: Okay just to confirm how much would you like to donate to Save the Children?
Persuadee: What about you?",Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,Yes,Yes,No
20180827-024612_480_live,"Persuader: hello how are you
Persuadee: I'm alright and you?
Persuader: I thank you very much, with what you know about save the children
Persuadee: I don't know much about that charity all all.
Persuader: you've donated something to the kids lately
Persuadee: I have not made a donation recently.
Persuader: The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.
Persuadee: That sounds like a decent organization.
Persuader: the month that passed a full gift of 2 large clothes bags for these children, is a great pleasure when it helps
Persuadee: Okay that sounds good but how much would a donation of that size be?
Persuader: children are the most valuable thing we have all are the future and should grow well healthy and full of knowledge
Persuadee: I suppose that is true.
Persuader: tell me a bit about your life
Persuadee: I make money as a musician so basically I don't make money.
Persuader: good, i take care of insurance and I like my job
Persuadee: Alright that's cool so how does this charity take its donations.
Persuader: I posted every year a pack of any organization for kids
Persuadee: Okay so are you trying to get me to donate?
Persuader: I wish that in the future you also donate some
Persuadee: Alright I will donate.",Yes,No,No,No,No,Yes,No,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,No,No,No,Yes
20180827-025236_792_live,"Persuader: Hello, are you familiar with the charity: Save the Children?
Persuadee: Hi!
Persuadee: I little bit of know Save the children life.
Persuader: Okay I would like to tell you a little bit more about it!
Persuader: Save the Children does whatever it takes, every day and in times of crisis, to give children a healthy start in life, the opportunity to learn and protection from harm.
Persuadee: How much you ready to pay for children?
Persuader: In this exchange I would like to ask you how much you would be willing to donate to Save the Children.
Persuader: You can donate $0 - $0.30.
Persuader: You can make your choice now or after I've told you more about the charity.
Persuadee: I'll pay $0.30 surely
Persuader: I want you to know that whatever you decide to donate will be taken from the amount you make from completing this task.
Persuader: You will be helping children from 120 countries.
Persuadee: Yes definitely, I ready to help other contry children also
Persuader: That is so wonderful!
Persuader: You are surely making a difference.
Persuader: Every gift makes a world of difference for a child in need.
Persuadee: Yes, now days no one willing to help others, but we can change his mental set and try to help others.
Persuader: Such a wonderful mindset to have.
Persuader: If only more people were more giving like you!
Persuadee: Thanks, especially Syria children affect more so I really worried about his future.
Persuader: n 2016, Save the Children helped more than 3 million children in Syria and surrounding countries, providing primary health care, nutrition, education and psychosocial services to child refugees and their families.
Persuadee: Great, especially we help to give personal care and health care products to children is necessary
Persuader: I personally have family in Haiti.
Persuader: From Haiti to Peru, Save the Children work to save lives every day, ensuring children are protected, healthy and able to learn.
Persuader: In 2016, we reached nearly 3 million children in need.
Persuadee: Yes its really appreciated
Persuader: Just to let you know the research team will collect your donation and send it to Save The Children.
Persuader: Please confirm the amount you would like to donate out of the money you are making from this task.
Persuadee: Ok sure, I definitely donate my whole amount for this task.
Persuader: Thank you for being so giving.
Persuadee: Welcome, thanks for talking",Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,No,Yes,Yes
20180827-030633_256_live,"Persuader: hello how are you
Persuadee: hi i am fine..
Persuader: what do you know about the non-for-profit organization save the children
Persuadee: they really doing a great job..
Persuader: they are real missionaries and humans, provide help to help many children around the world
Persuadee: absolutely i will support them.
Persuader: tell about your life
Persuadee: my life is going good.
Persuader: I'm glad for you, you are giving financial help
Persuadee: its my pleasure
Persuader: i donate every Christmas
Persuadee: i donate every six months
Persuader: very very good
Persuadee: you also done a great job
Persuader: the happiness of others is a special sadisfaxion
Persuadee: we can see our happiness on other faces while helping for them
Persuader: yes is the most beautiful life
Persuadee: yes it is.
Persuader: thank you for this conversation
Persuadee: thank you very much",Yes,No,No,No,Yes,Yes,No,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,No,No,No
20180827-032231_430_live,"Persuader: hi how are you
Persuadee: good thanks.What about you?
Persuader: what do you know about this organization
Persuadee: save th Children help kids in need around the world
Persuader: The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.
Persuadee: They do an awesome labor
Persuader: you donate for this children
Persuadee: I do sometimes whe I have extra money
Persuader: very good for you
Persuadee: Yes children should have access to healthcare and basics needs
Persuader: this is the most important thing for them and to make some happy ones
Persuadee: are you thinking about donate to the cause?
Persuader: I give each end of the year $ 100 in the help of these children
Persuadee: It is very kind of you.Please spread the word on your family and friends
Persuader: this is very important for my life and for my family to help not only our own people but also everybody who needs tons of help
Persuadee: Specially kids in need.There are some living in very bad conditions
Persuader: this is true
Persuadee: Many of them lives on a war zone
Persuader: there are needs for my help
Persuadee: yes.i am sure you can do more.there might be things you can cut from your budget",Yes,No,No,No,No,Yes,No,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,No,No,No,Yes
20180827-032731_796_live,"Persuader: Do you ever donate to worthy causes?
Persuader: I want to tell you today about one of my favorite charities, Save the Children
Persuadee: yes definitly i am donate in save the children
Persuader: That's great.
Persuader: I love this group because they help millions of children worldwide and do a great job of making sure my donations are actually used to help children.
Persuadee: nice i like this group for many children save in the world
Persuader: Yes they work both in the US and abroad
Persuadee: yes i am live in us
Persuader: Great me too.
Persuader: Here, they work on advocacy, education, and help children after emergency situations occur.
Persuadee: yes i education help for the children.
Persuader: I agree.
Persuader: They lead Head Start and Early Head Start programs in this country which really ensure that kids get a great start in their educations
Persuadee: yes definitly develop for education
Persuader: It's amazing to me that this organization reaches 120 countries around the world.
Persuader: That's a lot of children they are helping!
Persuadee: very intresting
Persuader: Yes they are such a great charity that they have won many awards for their efforts
Persuadee: i have no award in the group.so i have like many children save in our life
Persuader: Ok.
Persuader: Did you know that they recently went to Hawaii to help kids after the hurricane landed?
Persuadee: yes i help to kids
Persuader: Yes, that's great.
Persuader: I loved that they set up shelters that were child friendly because t's so hard for kids to be away from home like that
Persuadee: yes my home in 3 childrens i take for in the life
Persuader: Great.
Persuader: Now that our chat is over, I need to ask, ""How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment.
Persuader: You can choose any amount from $0 to all your payment.""
Persuadee: 100$ donate for group",Yes,No,No,No,No,Yes,Yes,No,No,Yes,Emotional,No,Yes,Yes,Concrete,No,Yes,Yes,Yes,Yes
20180827-032811_159_live,"Persuader: I think it would be good to donate your payment to Save the Children, it could help alot of kids out
Persuadee: yes i will.
Persuader: That's very good since they do so much for children.
Persuadee: Sure, Do you like donations?
Persuader: Yes I think donating to charity is a very honorable thing to do.
Persuadee: Definitely, Are you interested in such things?
Persuader: Yes I donate to charity every month through my paychecks.
Persuadee: Oh!
Persuadee: this is so good.
Persuader: Are you aware of what save te children does?
Persuadee: I know a little bit.
Persuadee: But do not fully know.
Persuader: They give money to help children in other countries and get them away from viloence.
Persuadee: Oh!
Persuadee: this is nice.
Persuadee: Thank you so much.
Persuader: They are also a reputable charity.
Persuadee: This is good thing.
Persuadee: I am more interested in this.
Persuader: Do you donate to other charities also?
Persuadee: Yes, But I remember what it gave me.
Persuader: How much would you be willing to donate today?
Persuadee: I think I can give $25.
Persuader: Ok so you will donate $25 to the charity, that's amazing.
Persuader: Thank you very much.
Persuadee: The explanations you provided were very useful.
Persuadee: Thank you so much.
Persuader: So you will give $25 today right?
Persuadee: Yes i will.
Persuader: Thank you for your time, have a great day.
Persuadee: Thank you very much, have a nice day.",Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Emotional,Yes,Yes,No,Concrete,Yes,Yes,Yes,Yes,Yes
20180827-033057_106_live,"Persuader: Hello, how are you?
Persuadee: I'm doing well, a little tired.
Persuadee: How are you?
Persuader: I am fine thank.
Persuader: are you interested in donating?
Persuadee: Im a perfect world where I had all the resources and money I could stand, I would love to be a philanthropist.
Persuadee: I think childrens charities are a worthy cause.
Persuadee: But, I do not work and I seldom donate due to the needs of our family.
Persuadee: I do like Childrens healthcare of Atlanta as a charity.
Persuadee: What about you?
Persuadee: which charity are you passionate about?
Persuader: I used to donate here and there, but since I\'ve started working on MTurk, I donated few charities though HITs.
Persuader: Have you heard about ""Save the Children"" charity?
Persuadee: Yes, I hear they feed starving children all over the world.
Persuadee: Really sad situation.
Persuadee: I couldn't imagine not being able to supply food for my kids.
Persuadee: Heart breaking.
Persuadee: I just read about a charity called The Project Linus, a group that supplies security blankets for terminally ill children.
Persuadee: All my kids love their security blankets.
Persuadee: Do you have any kids?
Persuader: No i do not have any kids, but I have a soft heart for kids.
Persuader: I like how ""Save the Children"" works on health and educational issues in 120 countries.
Persuadee: There is a good time and place for vaccines.
Persuadee: Save the Children do help with vaccines as well as food.
Persuadee: Crazy how 30.00 a month can change a child's future.
Persuadee: Another charity I read about is Reach Out and Read, they supply used books to doctors offices to help kids read by educating the nurses on talking to parents about the importance of reading.
Persuadee: I never heard of them before today, have you?
Persuader: No I haven't heard.
Persuader: It is so good that you know a lot about children's charity.
Persuader: a little help can make a big difference, sometimes a family can live with just $30.00 per month
Persuadee: Internet research is a good way to learn about pretty much anything.
Persuadee: It's hard to come up with a bunch of conversation about charity.
Persuadee: It's easy to just live in your own world and not think about the horrible things in the world.
Persuadee: Charity is a good way to get a collective group of people to make a change in the world.
Persuadee: There are so many childrens charities like KABOOM, they build updated playgrounds for kids with disabilities.
Persuader: You have a lot of knowledge, thanks for sharing.
Persuader: I like the organization that are transparent with their financial reports, specially the ones that collaborate with big companies.
Persuadee: Yea, I think thats most important.
Persuadee: There are so many so called charities that keep almost all of the donated funds and only a few pennies of each dollar actually go towards the need.
Persuadee: I read a blog about Sea World is a big donater to children's charities.
Persuadee: Make a Wish Foundation is a good one, have you heard of them?
Persuader: No not really, I know a little about different charities.
Persuader: I just donate here and there.
Persuader: I will save the ones you mentioned and will definitely search about them.
Persuader: I like how these HITs give the opportunity to talk about charities
Persuadee: Ive had a few of the charity HITs.
Persuadee: I like to learn about an array of different things.
Persuadee: I've actually been intrigued by alot of the things I've head on the HITs.
Persuadee: Save the children was one of the charities talked about on here.
Persuadee: I have a cousin who works with MercyShip.
Persuadee: They are an organization that sales to african countries and does hundreds of thousands of surgeries on children in need.
Persuader: That is awesome.
Persuader: I have donated to organization that works on some disease through MTurk, like Malaria
Persuadee: I'm grasping at straws now, 10 turns each is a monumental task just like fighting childhood cancer (not really) have you ever donated to charities for childhood cancer?
Persuader: yes I did it before.
Persuader: Actually it breaks my heart to see children in pain.
Persuader: I think It is good to know donating through this task won't hurt your reward
Persuadee: Childrens charities are important to increase awareness for diseases and disabilities.
Persuadee: I cant even imagine what these poor families go through.
Persuadee: McDonalds does a charity that helps house families near hospitals so they can be together during a hospital stay.
Persuadee: Ronald McDonald House is the name I think.
Persuader: I will look for it for sure.
Persuader: I like it when part of my purchase will be donated.
Persuader: Thank you for all the information
Persuadee: It's been a pleasure chatting with you about children charities.
Persuadee: I think this is the last chat exchange.
Persuadee: Have a good day!
Persuader: Thank you, you too
Persuadee: I guess I will make an explicit donation agreement for Save the children, maybe I'll donate 30.00 to help them out in the future.
Persuadee: Thanks, that is awesome
Persuader: Thanks, that is awesome",Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,Yes,Yes,No
